"As a cybersecurity analyst, you are tasked with hardening mobile devices in your organization. What is a critical step in mobile device hardening?",Regularly updating operating systems and applications.,Rooting or jailbreaking the device for advanced troubleshooting.,Enabling developer mode for easy troubleshooting.,Disabling auto-timeout screen lock to improve battery performance.,A,,,,,,,,,,,,,,,,,,
How can management tools help in deploying secure baselines?,By reducing the need for regular evaluations.,By automating the deployment process.,By recommending weaker security configurations.,By bypassing baseline testing.,B,,,,,,,,,,,,,,,,,,
How does mobile device hardening contribute to security?,By enabling developer mode.,By using only untrusted app stores.,By disabling auto-timeout screen lock.,By enabling device/data encryption.,D,,,,,,,,,,,,,,,,,,
What is a key consideration for hardening IoT devices?,Using shared default credentials.,Disabling strong encryption.,Enabling insecure protocols.,Changing default credentials and using strong encryption.,D,,,,,,,,,,,,,,,,,,
What is a key consideration for hardening switches and routers?,Enabling remote access.,Disabling strong password policies.,Maintaining security updates.,Allowing unlimited access to network devices.,C,,,,,,,,,,,,,,,,,,
What is a primary reason for changing default settings in hardening targets?,To ensure redundancy.,To improve security by reducing attack vectors.,To increase system performance.,To simplify system administration.,B,,,,,,,,,,,,,,,,,,
What is an essential practice for hardening cloud infrastructure?,Enabling remote access.,Limiting monitoring and logging.,Implementing zero trust.,Allowing unrestricted access to APIs.,C,,,,,,,,,,,,,,,,,,
Which of the following best describes a secure baseline in IT security?,It defines the maximum security controls needed for a system.,It outlines the default settings provided by the vendor.,It establishes the minimum security controls and configurations required.,It recommends changes to security policies only when vulnerabilities are detected.,C,,,,,,,,,,,,,,,,,,
Why is network segmentation crucial for securing ICS/SCADA systems?,To increase inbound bandwidth capacity.,To limit data flow and mitigate inbound attacks.,To grant unlimited access to systems.,To use default credentials.,B,,,,,,,,,,,,,,,,,,
Why is segmenting workstations important for security?,To increase attack vectors.,To allow for unlimited lateral movement.,To limit access and prevent lateral movement by attackers.,To reduce security monitoring.,C,,,,,,,,,,,,,,,,,,
Your company is deploying new workstations across the organization. What security practice should be implemented to limit potential attacks?,Enabling all security monitoring for ease of use.,Segmenting workstations to limit access and prevent lateral movement by attackers.,Disabling all security updates to avoid system disruptions.,Enforcing default account passwords for all users.,B,,,,,,,,,,,,,,,,,,
Your organization uses Internet of Things (IoT) devices extensively. What is a crucial step in hardening IoT devices?,Changing default credentials and using strong encryption.,Using default credentials for easy system access.,Enabling insecure protocols for ease of use.,Disabling segmentation to improve device connectivity.,A,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Question,Answer A,Answer B,Answer C,Answer D,Right Answer Choice,,,,,,,,,,,,,,,,,,
Quiz 11,,,,,,,,,,,,,,,,,,,,,,,
A company wants to track and manage all IT assets to ensure compliance and prevent unauthorized use. What should they implement?,Asset tracking software,Implement third-party asset disposal services.,Enable and schedule OS and software patching.,"Perform a single, initial comprehensive inventory of assets.",A,,,,,,,,,,,,,,,,,,
A laptop from the accounting department must be decommissioned and transfered to another department. What step should be taken to ensure the highest level of data security before transfer?,Delete all files from the laptop.,Perform a secure erase.,Physically destroy the storage media.,Transfer data to another device.,B,,,,,,,,,,,,,,,,,,
A vendor offers a discounted software package for your organization's needs. How should you evaluate the software's security before procurement?,Check if the software is from a reputable source.,Purchase the software without evaluation.,Verify the software's hardware requirements.,Focus on the software's price rather than security.,C,,,,,,,,,,,,,,,,,,
An organization needs to permanently and securely dispose of old computers and laptops containing sensitive data. What is the most appropriate method for disposal?,Secure data wiping or shredding before disposal,Erase all data files,Back up all data and immediately dispose of devices,Remove CPU and RAM from systems before disposal,A,,,,,,,,,,,,,,,,,,
"During a routine audit, you discover that several assets are missing from your inventory. What should you do next?",Ignore the discrepancy.,Update the inventory without investigating.,Investigate the missing assets and update the inventory accordingly.,Notify management immediately before verifying the discrepancy.,C,,,,,,,,,,,,,,,,,,
What concept involves the complete removal of data through physical destruction of storage media?,Encryption.,Secure erase.,Degaussing.,Incineration.,D,,,,,,,,,,,,,,,,,,
What data security concept is related to asset disposal and decommissioning?,Data retention.,Patch management.,Physical security.,System performance optimization.,A,,,,,,,,,,,,,,,,,,
What does asset classification rank assets according to?,Their color.,Their importance and value to the organization.,Their physical size.,Their financial depreciation.,B,,,,,,,,,,,,,,,,,,
What is one of the goals of asset decommissioning in IT operations?,Maximizing system performance.,Ensuring regulatory compliance.,Enhancing employee productivity.,Lowering financial costs.,B,,,,,,,,,,,,,,,,,,
What is one of the purposes of asset inventory and tracking?,Maximizing system performance.,Tracking employee productivity.,Identifying potential risks and threats.,Enhancing regulatory compliance.,C,,,,,,,,,,,,,,,,,,
What is the primary purpose of asset management in IT and cybersecurity operations?,Maximizing system performance.,Ensuring regulatory compliance.,"Identifying, tracking, and managing assets.",Managing financial budgets.,C,,,,,,,,,,,,,,,,,,
What is the purpose of asset monitoring and tracking in cybersecurity?,Tracking employee productivity.,Ensuring software licensing compliance.,Identifying potential risks and vulnerabilities.,Managing financial budgets.,C,,,,,,,,,,,,,,,,,,
Why is asset assignment and accounting crucial in an organization?,To reduce financial costs.,To support accountability and ownership of assets.,To increase system performance.,To automate asset tracking processes.,B,,,,,,,,,,,,,,,,,,
Why is procurement from reputable and trusted sources important in asset management?,To minimize initial upfront costs.,To reduce system complexity.,To ensure security strength.,To automate asset tracking processes.,C,,,,,,,,,,,,,,,,,,
You are an IT administrator responsible for managing assets in your organization. A new employee joins the company and needs a laptop. What is the first step you should take?,Procure the laptop from the least-cost vendor.,Immediately assign any available working laptop.,Log the laptop as an asset and assign it to the new employee.,Dispose of an old laptop to make space.,C,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Question,Answer A,Answer B,Answer C,Answer D,Right Answer Choice,,,,,,,,,,,,,,,,,,
Quiz 12,,,,,,,,,,,,,,,,,,,,,,,
What does the Exposure Factor measure in vulnerability analysis?,Qualitative severity rating,The degree of vulnerability,The regulatory impact,The risk tolerance,B,,,,,,,,,,,,,,,,,,
What is a common mitigation technique for vulnerabilities?,Patching,Insurance,Segmentation,Exceptions and Exemptions,A,,,,,,,,,,,,,,,,,,
What is a compensating control in vulnerability management?,A mitigation technique,A risk acceptance strategy,An exception to policy,A validation process,A,,,,,,,,,,,,,,,,,,
What is a necessary step when a risk is accepted as an exception or exemption?,Compensating control management,Segmentation,Cybersecurity insurance,Regular reassessment of risk,D,,,,,,,,,,,,,,,,,,
What is the goal of a responsible disclosure program?,To reward hackers,To encourage vulnerability reporting,To launch cyber attacks,To bypass security measures,B,,,,,,,,,,,,,,,,,,
What is the main advantage of a credentialed scan over a non-credentialed scan?,Faster scanning process,Higher detection accuracy,Reduced false negatives,Less intrusive scanning,B,,,,,,,,,,,,,,,,,,
What is the main benefit of using threat feeds in cybersecurity?,Real-time data collection,Software development,Hardware maintenance,Network monitoring,A,,,,,,,,,,,,,,,,,,
What is the main purpose of risk tolerance in vulnerability management?,To eliminate all risks,Refers to the amount of risk an organization is willing to accept,To prioritize low-severity vulnerabilities,To reduce system exposure,B,,,,,,,,,,,,,,,,,,
What is the primary advantage of a credentialed scan over a non-credentialed scan?,Greater speed,Reduced false positives,Increased disruption,Improved compliance,B,,,,,,,,,,,,,,,,,,
What is the primary purpose for the CVSS?,A consistent method for evaluating and ranking vulnerabilities,A standardized method of assigning a unique name to each vulnerability,A system of indicating the level of an asset's exposure factor,Continuous Vulnerability Scanning,A,,,,,,,,,,,,,,,,,,
What is the primary purpose of patching in vulnerability response and remediation?,To perform vulnerability scans,To protect against cyber threats,To encrypt network traffic,To assess risk tolerance,B,,,,,,,,,,,,,,,,,,
What is the primary purpose of vulnerability scanning?,To detect and fix security flaws,To assess network performance,To monitor user activity,To manage software licenses,A,,,,,,,,,,,,,,,,,,
What is the purpose of a penetration test?,To passively scan for vulnerabilities,To conduct threat analysis,To exploit vulnerabilities,To analyze network traffic,C,,,,,,,,,,,,,,,,,,
What is the purpose of a vulnerability scan?,To exploit vulnerabilities,To locate security flaws,To enhance network speed,To install new software,B,,,,,,,,,,,,,,,,,,
What is the purpose of AIS in the context of vulnerability management?,Enables real-time exchange of threat indicators,A language used for formatting threat indicator information,A set of protocols used to transport machine-to-machine data,Adds significant latency to sharing of threat data,A,,,,,,,,,,,,,,,,,,
What is the purpose of application vulnerability scanning?,To identify hardware flaws,To locate software weaknesses,To improve network security,To monitor network traffic,B,,,,,,,,,,,,,,,,,,
What is the purpose of threat feeds in vulnerability management?,To perform vulnerability scans,To prioritize threats,To share threat data,To conduct penetration tests,C,,,,,,,,,,,,,,,,,,
What is the purpose of vulnerability classification?,To group vulnerabilities based on their characteristics,To generate CVE identifiers,To prioritize vulnerability remediation,To automate security scans,A,,,,,,,,,,,,,,,,,,
Which of the following is a source of documented vulnerabilities for vulnerability scanning?,Vendor advisories,Computer Incident Response Teams,Open-source intelligence,All of the above,D,,,,,,,,,,,,,,,,,,
Which standard is used for formatting cyber threat intelligence information?,CVSS,STIX,AIS,TAXII,B,,,,,,,,,,,,,,,,,,
Which term refers to the degree to which an asset is vulnerable to exploitation?,Vulnerability classification,Risk tolerance,Exposure factor,Environmental variables,C,,,,,,,,,,,,,,,,,,
Which type of scan is likely to cause disruptions or performance issues?,Credentialed scan,Non-credentialed scan,Passive scan,Active scan,D,,,,,,,,,,,,,,,,,,
Which type of scan is passive and non-intrusive?,Penetration test,Non-credentialed scan,Credentialed scan,Vulnerability scan,D,,,,,,,,,,,,,,,,,,
Which type of vulnerability scan requires assigning a user account with appropriate privileges?,Passive scan,Active scan,Credentialed scan,Intrusive scan,C,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Question,Answer A,Answer B,Answer C,Answer D,Right Answer Choice,,,,,,,,,,,,,,,,,,
Quiz 13,,,,,,,,,,,,,,,,,,,,,,,
What is a fundamental advantage of using SCAP?,For use as a guide in best practice configuration,Allows agentless collection of security data,Facilitates consistent sharing of information between security tools,"Automates detection, analysis, and response to security threats",C,,,,,,,,,,,,,,,,,,
What is the main function of an agent in agent-based data collection in security monitoring?,To filter and normalize log data on the host,To collect logs from multiple sources,To archive log data for compliance,To validate alerts during log analysis,A,,,,,,,,,,,,,,,,,,
What is the main function of an NMS in SNMP monitoring?,To analyze log data for alerts,To maintain a database called the Management Information Base,To collect logs from multiple sources,To oversee SNMP activity and poll agents at regular intervals,D,,,,,,,,,,,,,,,,,,
What is the primary focus of DLP solutions in security monitoring?,To prevent the unauthorized sharing or transferring of sensitive data,To validate alerts during log analysis,To analyze log data for alerts,To collect logs from multiple sources,A,,,,,,,,,,,,,,,,,,
What is the primary purpose of benchmarks in security monitoring?,To analyze log data for alerts,To validate alerts during log analysis,To provide best practice configuration guides for secure configuration,To collect logs from multiple sources,C,,,,,,,,,,,,,,,,,,
What is the primary purpose of SIEM solutions in security monitoring?,To analyze log data for alerts,"To detect, analyze, and respond to security threats",To collect logs from multiple sources,To archive log data for compliance,B,,,,,,,,,,,,,,,,,,
What is the primary purpose of SNMP in the context of network monitoring?,To collect metadata about network traffic flows,Data loss prevention,Security Information and Event Management,Remote device management and monitoring,D,,,,,,,,,,,,,,,,,,
What is the primary purpose of vulnerability scanners in security monitoring?,To report on vulnerability statistics for network hosts,To collect logs from multiple sources,To archive log data for compliance,To validate alerts during log analysis,A,,,,,,,,,,,,,,,,,,
What is the purpose of alert validation during log analysis?,To generate compliance reports based on alerts,To filter out false positives in log data,To archive alert data for compliance,To determine if the alert is actionable and requires response,D,,,,,,,,,,,,,,,,,,
What is the purpose of compensating controls in vulnerability management?,To replace outdated systems,To mitigate vulnerabilities,To monitor network traffic,To perform penetration tests,B,,,,,,,,,,,,,,,,,,
What is the purpose of log aggregation in security monitoring?,To analyze log data for alerts,To collect logs from multiple sources,To archive log data for compliance,To report on log data trends,B,,,,,,,,,,,,,,,,,,
What is the purpose of log rotation in security monitoring?,To provide real-time monitoring of log data,To collect logs from various sources,To validate alerts during log analysis,To move outdated log data to an archive,D,,,,,,,,,,,,,,,,,,
What is the purpose of NetFlow in network monitoring?,To collect metadata about network traffic flows,To analyze log data for alerts,To validate alerts during log analysis,To archive log data for compliance,A,,,,,,,,,,,,,,,,,,
What is the purpose of system/process audits in vulnerability management?,To assess vulnerability severity,To prioritize vulnerabilities,To validate remediation efforts,To assess compliance,D,,,,,,,,,,,,,,,,,,
What term describes a vulnerability that is detected by a scanner but does not exist?,True positive,False positive,True negative,False negative,B,,,,,,,,,,,,,,,,,,
Which documentation is critical for accountability in vulnerability management?,Patch notes,System logs,Reporting documentation,Security policies,C,,,,,,,,,,,,,,,,,,
Which method involves isolating the source triggering an alert in security monitoring?,Quarantine,Archiving,Scanning,Reporting,A,,,,,,,,,,,,,,,,,,
Which protocol is commonly used for agentless data collection in security monitoring?,Syslog,SNMP,SCAP,OVAL,A,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Question,Answer A,Answer B,Answer C,Answer D,Right Answer Choice,,,,,,,,,,,,,,,,,,
Quiz 14,,,,,,,,,,,,,,,,,,,,,,,
A company wants to enforce granular configuration settings for user accounts and computers through policies. Which feature should they use?,Centralized Proxy,Group Policy,IPS,UBA,B,,,,,,,,,,,,,,,,,,
A company wants to ensure that all network traffic is inspected for potential threats and attacks in real-time. Which technology should they implement?,IPS,S/MIME,EDR,DMARC,A,,,,,,,,,,,,,,,,,,
A company wants to ensure that only authorized personnel can access certain resources on the network. Which technology should they implement?,Firewall,IDS,DMAC,NAC,D,,,,,,,,,,,,,,,,,,
A company wants to ensure that sensitive data is encrypted both at rest and in transit to prevent unauthorized access. What technology should they implement?,EDR,S/MIME,DMARC,DLP,B,,,,,,,,,,,,,,,,,,
A company wants to ensure that unauthorized modifications to critical operating system files are detected and alerted. What should they use?,DLP,S/MIME,FIM,Operating System Security,C,,,,,,,,,,,,,,,,,,
"A company wants to monitor and analyze user actions, such as app launches and file accesses, to detect unusual behavior. What should they use?",NAC,UBA,DMARC,IDS,B,,,,,,,,,,,,,,,,,,
A company wants to monitor and control user access to network resources based on their device's security posture and compliance. Which technology should they use?,IDS,DMARC,NAC,FIM,C,,,,,,,,,,,,,,,,,,
An organization wants to enforce policies that restrict users from accessing certain applications based on their role within the company. Which feature should they use?,Centralized Proxy,Group Policy,IPS,UBA,B,,,,,,,,,,,,,,,,,,
An organization wants to monitor and analyze network traffic in real-time to detect and prevent intrusion attempts. Which technology should they use?,IDS,DMARC,FIM,NAC,A,,,,,,,,,,,,,,,,,,
An organization wants to monitor and control access to specific websites in real-time. Which technology should they use?,FIM,S/MIME,Web Filter,Email Gateway,C,,,,,,,,,,,,,,,,,,
"An organization wants to protect email messages from forgery, spoofing, phishing, and spam. Which technology should they implement?",EDR,DNS Filtering,FIM,DKIM,D,,,,,,,,,,,,,,,,,,
An organization wants to protect email messages from unauthorized access and enforce encryption and digital signatures. What should they use?,FIM,DMARC,S/MIME,IPS,C,,,,,,,,,,,,,,,,,,
An organization wants to verify that an email message has not been tampered with or altered in transit. What technology should they use?,DNS Filtering,S/MIME,DKIM,Email Gateway,C,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Question,Answer A,Answer B,Answer C,Answer D,Right Answer Choice,,,,,,,,,,,,,,,,,,
Quiz 15,,,,,,,,,,,,,,,,,,,,,,,
A company needs to enforce password policies to ensure strong and secure authentication. What should be included in these policies?,Easily remembered and short passwords,Non-expiring passwords,Complex passwords,Carefully shared passwords among colleagues,C,,,,,,,,,,,,,,,,,,
A company needs to manage user access efficiently and centrally. Which technology would best support this requirement?,VPN,AD,FTP,SMTP,B,,,,,,,,,,,,,,,,,,
A company wants to ensure only authorized employees within the accounting department can access sensitive data. Which of the following would be the most effective method to achieve this goal?,A password policy,Biometric authentication,SSO,RBAC,D,,,,,,,,,,,,,,,,,,
A company wants to ensure users can access multiple shared resources from one user account. What technology should be implemented to achieve this while maintaining security?,Identity proofing,Biometric authentication,Virtual Private Network,Single sign-on,D,,,,,,,,,,,,,,,,,,
An organization needs to manage access to its cloud-based applications securely. What technology should be implemented to achieve this goal?,Virtual Private Network,Captcha verification,Security questions,Single sign-on,D,,,,,,,,,,,,,,,,,,
An organization wants to enforce policies on which employees can access certain resources based solely on their job functions. Which access control model would be most appropriate for this scenario?,MAC,DAC,RBAC,ABAC,C,,,,,,,,,,,,,,,,,,
An organization wants to implement access control based on user characteristics such as department and location. Which access control model would be most suitable for this requirement?,DAC,MAC,ABAC,RBAC,C,,,,,,,,,,,,,,,,,,
An organization wants to implement strong authentication methods. Which of the following is an example of two-factor authentication?,Username and password,Smart card and PIN,Security questions,Fingerprint scan and iris scan,B,,,,,,,,,,,,,,,,,,
How does ABAC differ from RBAC in IAM?,ABAC assigns permissions based on user job functions,RBAC assigns permissions based on roles,ABAC assigns permissions based on roles,RBAC assigns permissions based on user characteristics,B,,,,,,,,,,,,,,,,,,
How does Biometric Authentication improve security in IAM?,By providing easy-to-remember credentials,By reducing false acceptance rates,By using inherence factors associated with a user,By increasing password complexity,C,,,,,,,,,,,,,,,,,,
How does LDAP contribute to SSO implementation in IAM?,By eliminating user credentials,By authenticating user identities,By granting partial access tokens,By storing user credentials,D,,,,,,,,,,,,,,,,,,
How does SSO improve user experience in accessing multiple resources?,By requiring multiple logins,By passing authentication tokens,By limiting access to one resource,By storing user passwords,B,,,,,,,,,,,,,,,,,,
"In a corporate environment, which tool helps manage user identities across various systems and applications efficiently?",Network firewall,IDS,IAM,DLP,C,,,,,,,,,,,,,,,,,,
"In an organization, what is the primary purpose of access control mechanisms?",Ensuring data availability,Protecting data integrity,Managing user access,Maintaining network throughput,C,,,,,,,,,,,,,,,,,,
What does Identity Proofing involve in IAM?,Creating user accounts,Validating user identification,Assigning permissions,Storing user credentials,B,,,,,,,,,,,,,,,,,,
What effect does FRR have on the efficacy rate of biometric authentication in IAM?,Low susceptibility to spoofing,Ease of implementation,Compatibility with all devices,Legitimate users are rejected access,D,,,,,,,,,,,,,,,,,,
What is the main purpose of PAM in IAM?,To grant root privileges,To monitor and protect privileged accounts,To enforce password policies,To create standing permissions,B,,,,,,,,,,,,,,,,,,
What is the primary purpose of Least Privilege in IAM?,To grant maximum permissions,To enforce strict access controls,To assign privileged access sparingly,To assign root privileges,B,,,,,,,,,,,,,,,,,,
What is the primary purpose of provisioning user accounts in an IAM system?,To validate user identification,To revoke access to an account,To remove temporary user accounts,To create user accounts,D,,,,,,,,,,,,,,,,,,
What is the primary role of a Password Manager in IAM?,To generate a common password that can be reused across systems,To eliminate password complexity,"To generate, store, and manage user credentials",To grant privileged access only,C,,,,,,,,,,,,,,,,,,
What is the purpose of Just-In-Time permissions in IAM?,To grant standing permissions,To enforce least privilege,To activate privileged access for tasks,To eliminate access controls,C,,,,,,,,,,,,,,,,,,
What is the purpose of MFA in an IAM system?,To reduce administrative overhead,To increase security,To limit user access,To simplify authentication processes,B,,,,,,,,,,,,,,,,,,
What is the purpose of Time-of-Day Restrictions in IAM?,To enforce maximum access hours,To restrict access based on time,To limit access to specific users,To monitor user activities,B,,,,,,,,,,,,,,,,,,
What role does LDAP play in IAM?,Authenticating user identities,Generating authentication tokens,Providing single sign-on capabilities,Storing user credentials,D,,,,,,,,,,,,,,,,,,
What role does SAML play in IAM?,Generating authentication tokens,Exchanging authentication data,Storing user credentials,Assigning user permissions,B,,,,,,,,,,,,,,,,,,
"When granting access rights to employees, what principle should be followed to ensure least privilege?",Granting access based on job role,Granting access based on seniority,Granting full access to everyone,Granting access based on personal preference,A,,,,,,,,,,,,,,,,,,
Which access control model assigns permissions based on subject roles rather than subject identity?,MAC,DAC,RBAC,RuBAC,C,,,,,,,,,,,,,,,,,,
Which access control model is based on object sensitivity and defines access through security labels?,RuBAC,DAC,RBAC,MAC,D,,,,,,,,,,,,,,,,,,
Which authentication mechanism allows users to authenticate once for access to multiple resources without additional logins?,LDAP,SSO,SAML,ABAC,B,,,,,,,,,,,,,,,,,,
Which authentication method provides the highest level of security for accessing sensitive company data?,Username and password,Biometric authentication,Security questions,Token-based authentication,B,,,,,,,,,,,,,,,,,,
Which factor in MFA involves something a user has in their possession?,Something You Know,Something You Have,Something You Are,Somewhere You Are,B,,,,,,,,,,,,,,,,,,
Which of the following is a benefit of implementing an RBAC system in an organization?,Reduced administrative overhead,Limited scalability,Increased complexity,Lack of flexibility,A,,,,,,,,,,,,,,,,,,
Why is Passwordless Authentication considered more secure than password-based authentication?,It eliminates the need for usernames,It removes the risk of password theft,It does not utilize a knowledge factor,It stores passwords in a secure vault,C,,,,,,,,,,,,,,,,,,
How does automation aid in threat detection in secure operations?,Reducing time to detect threats,Increasing complexity,Decreasing automation tools,Limiting access controls,A,,,,,,,,,,,,,,,,,,
How does orchestration differ from automation?,Orchestration reduces scalability,Orchestration executes a single repetitive task,Orchestration adds complexity to workflows,Orchestration coordinates a series of automated tasks,D,,,,,,,,,,,,,,,,,,
What are the key advantages of automation and orchestration in workflows?,Increasing incident response times,Increasing manual interventions,Decreasing visibility,Improving efficiency and accuracy,D,,,,,,,,,,,,,,,,,,
What is a key goal of orchestration in security operations?,Limiting access controls,Decreasing use of secure baselines,Decreasing scalability,Streamlining security operations,D,,,,,,,,,,,,,,,,,,
What is one of the challenges associated with automation in secure operations?,Increasing reaction time,Decreasing automation tools,Limiting access controls,Technical debt,D,,,,,,,,,,,,,,,,,,
What is one of the main benefits of automation and orchestration in secure operations?,Increasing latency in response times,Increasing administrative overhead,Decreasing efficiency,Reducing manual tasks and human error,D,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Question,Answer A,Answer B,Answer C,Answer D,Right Answer Choice,,,,,,,,,,,,,,,,,,
Quiz 16,,,,,,,,,,,,,,,,,,,,,,,
How does a simulation differ from a tabletop exercise in incident response testing?,A tabletop exercise involves equipment and computer resources,"A simulation is a theoretical-based, pen and paper activity",A simulation is a more realistic team-based activity,A simulation is typically less expensive than a tabletop exercise,C,,,,,,,,,,,,,,,,,,
How does threat hunting differ from incident response?,Threat hunting is proactive; incident response is reactive,Mistakes in threat hunting can lead to inadmissible evidence,Incident response focuses on eradication; threat hunting focuses on recovery,Incident response is theoretical; threat hunting is practical,A,,,,,,,,,,,,,,,,,,
What activities are typically involved in the recovery stage of incident response?,Changing user accounts and system passwords,Identifying affected systems,Restoring data from backups,Running systems in a sandbox,C,,,,,,,,,,,,,,,,,,
What does digital forensics primarily involve?,Identifying and defining problems and symptoms,"Identifying, acquiring, examining, and analyzing evidence",Restoring systems to normal operations,Discovering potential threats across the network,B,,,,,,,,,,,,,,,,,,
What does the analysis stage help determine in incident response?,Incident containment strategies,Root causes of the incident,Severity of the incident,Lessons learned from the incident,C,,,,,,,,,,,,,,,,,,
What does the incident response process primarily focus on?,A cybersecurity incident's impact on availability,"The identification, acquisition, analysis, and reporting of latent evidence",Preventing or limiting damage from a cyberattack,Documentation and planning for incident response,C,,,,,,,,,,,,,,,,,,
What is a tabletop exercise in incident response testing?,A simulation of a live attack scenario,A realistic team-based activity to test responses,A theoretical-based test involving all stakeholders,A live walkthrough activity,C,,,,,,,,,,,,,,,,,,
What is the acquisition process in digital forensics?,Identifying and defining problems and symptoms,Collecting an exact duplicate copy of original data,Determining the underlying causes of an incident,Restoring systems to normal operations,B,,,,,,,,,,,,,,,,,,
What is the eradication phase in incident response primarily concerned with?,Collecting digital evidence,Restoring systems to normal operations,Protecting the integrity and security of data,Identifying affected systems,B,,,,,,,,,,,,,,,,,,
What is the main goal of the detection phase in incident response?,Restoring systems to normal business operations,Restraining incidents from further spread,Determining the severity of the incident,Accurate discovery of possible threats,D,,,,,,,,,,,,,,,,,,
What is the primary objective of the containment stage in incident response?,Discovering potential threats across the network,Identifying affected systems,Restoring systems to pre-incident state,Protecting the integrity and security of data,D,,,,,,,,,,,,,,,,,,
What is the primary purpose of an IRP?,Define policies for threat hunting,Detail how incident responders should deal with incidents,Identify and acquire digital evidence,Coordinate with legal counsel for e-discovery,B,,,,,,,,,,,,,,,,,,
What is the purpose of legal hold in incident response?,To determine the underlying causes of an incident,To preserve relevant information for potential legal matters,To validate response readiness,To identify affected systems,B,,,,,,,,,,,,,,,,,,
What is the purpose of root cause analysis in incident response?,To build confidence of responders,To identify and define problems and symptoms,To validate response readiness,To determine the underlying sources of an incident,D,,,,,,,,,,,,,,,,,,
What is the purpose of testing an IRP?,To create a detailed record of evidence collection,To identify and define problems and symptoms,To compile data and generate digital signatures,To verify that the IRP will work in real-life situations,D,,,,,,,,,,,,,,,,,,
What is the significance of chain of custody documentation in incident response?,It determines the root causes of an incident,It outlines the legal hold requirements,It provides a detailed record of evidence collection and handling,It ensures systems are restored to normal operations,C,,,,,,,,,,,,,,,,,,
What stage of the incident response lifecycle is crucial in improving security and the incident response process itself?,Preparation,Eradication,Lessons learned,Detection,C,,,,,,,,,,,,,,,,,,
What triggers the need for response and recovery in incident response?,Failed power supply unit in a user's workstation,Employee's overdraft of company-provided expense account,"Events impacting confidentiality, integrity, or availability",Supply chain shortage of raw materials,C,,,,,,,,,,,,,,,,,,
Which phase of incident response involves methodologies to establish response capabilities and ensure system security?,Containment,Recovery,Preparation,Analysis,C,,,,,,,,,,,,,,,,,,
Why is incident response training important for cybersecurity professionals?,To prepare for root cause analysis,To discover potential threats across the network,To quickly and effectively react to security incidents,To build confidence in responding to simulated attacks,C,,,,,,,,,,,,,,,,,,
Why is reporting essential in digital forensics?,To identify and define problems and symptoms,To summarize the contents of digital evidence,To validate response readiness,To determine the underlying causes of an incident,B,,,,,,,,,,,,,,,,,,
"A company has a diverse IT infrastructure, including Linux servers. How are Linux logs commonly stored, and what tool is used to read these logs?",Plaintext; journalctl command,Binary; /var/log,XML; /usr/local/logs,JSON; %SYSTEMROOT%\System32\winevt\Logs,B,,,,,,,,,,,,,,,,,,
"A company's IT infrastructure includes various network devices. What type of log data do network infrastructure and security devices generate, and what kind of information do these logs typically contain?","Network logs; timestamps, source and destination IP addresses, port numbers",Application logs; error messages,Endpoint logs; security events,OS-specific security logs; system hardware events,A,,,,,,,,,,,,,,,,,,
"A compliance officer is reviewing automated reports generated by a SIEM. What is a major advantage of using a SIEM in terms of automated reporting, and why are these reports important for compliance?",Compliance report generation; ensure adherence to regulations,Real-time status updates; monitor system health,Integrated packet captures; detect security incidents,Built-in report generator; enhance search and retrieval,A,,,,,,,,,,,,,,,,,,
"A corporation heavily relies on macOS devices for its operations. Where are macOS logs typically stored, and how can they be accessed?",/var/log/journal; log command,/var/log; log command,/usr/local/logs; journalctl command,/Library/Logs; graphical user interface,D,,,,,,,,,,,,,,,,,,
"A cybersecurity analyst is working with metadata in log data analysis. What is metadata in the context of cybersecurity investigations, and how can it be used effectively?",Summary data about other data; enhance search and retrieval,Detailed log entries; filter unwanted noise,Real-time status updates; monitor authentication issues,Recorded network traffic flow; record security-related events,A,,,,,,,,,,,,,,,,,,
"A cybersecurity firm is analyzing endpoint logs for security incidents. What type of events are typically monitored by endpoint security software, and where are these logs managed?",Authentication issues; on the host,Network activity; on a server-based console,System hardware events; on a SIEM,Application logs; on a network device,A,,,,,,,,,,,,,,,,,,
"A cybersecurity specialist is using metadata for log data analysis. What type of metadata can be valuable in log data analysis, and how does it contribute to effective analysis?",Summary data about other data; enhance search and retrieval,Detailed log entries; monitor authentication issues,Real-time status updates; improve analysis efficiency,Recorded network traffic flow; detect security incidents,A,,,,,,,,,,,,,,,,,,
"A forensic investigator is analyzing packet captures from a security incident. What is the primary function of packet captures in cybersecurity investigations, and why are they valuable for incident response?",Asset discovery and reconnaissance; provide detailed network traffic information,Monitor authentication issues; detect security breaches,Record security-related events; enhance search and retrieval,Filter unwanted noise; improve network performance,A,,,,,,,,,,,,,,,,,,
